Gene	DE.2008Dataset	DE.2012Dataset	logFC.08	AveExpr.08	t.08	P.Value.08	adj.P.Val.08	B.08	logFC.12	AveExpr.12	t.12	P.Value.12	adj.P.Val.12	B.12	DE.fishercomb	DE.invnorm	H_FC_08	H_FC_12	signFC	DE	DE.fishercomb_adjP	DE.invnorm_adj_P
SUOX	NA	NA	-0.532523907413044	4.6645889715277	-2.19429024764805	0.0444683363346818	0.402123010993278	-4.42075397939909	-0.439576506843854	4.44529922559741	-1.82371455743608	0.0823652908943001	0.311777319523708	-5.0611430051706	NA	NA	NA	NA	NA	NA	NA	NA
SUPT16H	NA	NA	0.119960066091456	5.19389288325554	0.508845018184595	0.618303105467849	0.882978831608757	-6.53289196826499	-0.208798299830397	5.2169648414233	-2.32484376132765	0.0301153559490893	0.177096455461005	-4.20831883888069	NA	NA	NA	NA	NA	NA	NA	NA
SUPT20H	NA	NA	0.0992130343144169	5.11278701246439	0.548017137636734	0.591786194025118	0.871705060491986	-6.50336855274283	-0.00580374335009459	5.13988042497661	-0.0606426984482606	0.952213390528712	0.984551940869803	-6.68251502484785	NA	NA	NA	NA	NA	NA	NA	NA
SUPT3H	NA	NA	-0.18603186778032	3.27978580620907	-0.476619092373856	0.640539178125875	0.892668252352856	-6.17419366346822	-0.17258535943195	3.75139659945272	-1.32351740368427	0.199798342762854	0.49982747282731	-5.71833024188015	NA	NA	NA	NA	NA	NA	NA	NA
SUPT4H1	NA	NA	-0.0511300382460087	4.98821841227716	-0.216809836905842	0.831293507588021	0.953325474309597	-6.62109566430919	-0.0598062294974033	5.25038688848737	-0.496470172146433	0.624685441531467	0.84094824806629	-6.55980960449321	NA	NA	NA	NA	NA	NA	NA	NA
SUPT5H	NA	NA	0.0714310169186403	5.31781334981928	0.227184822270171	0.823363872251034	0.951777752893158	-6.654760755787	0.113247495929752	5.42601957698476	1.14456009363908	0.265184704729035	0.574175614995454	-6.03201860773351	NA	NA	NA	NA	NA	NA	NA	NA
SUPT6H	NA	NA	0.125338854465491	6.57742620274263	0.332128213582542	0.744412885484271	0.926404111868854	-6.70294093823374	0.226036629413501	6.51773322694938	2.37421293741399	0.0271300205327868	0.166491074684364	-4.09219929381698	NA	NA	NA	NA	NA	NA	NA	NA
SUPT7L	0	1	0.102038756101498	2.30535211869393	0.248774361237311	0.806927523315466	0.946510049116983	-5.97799255390481	-0.770803384485475	2.61299894149605	-5.90839292809498	7.08238861395281e-06	0.000955195795214513	3.91046052996832	1	1	0.102038756101498	-0.770803384485475	0	0	0.00304910174909366	0.0281343835059073
SUPV3L1	NA	NA	0.21305664921453	3.49708434701986	0.82070108285873	0.424736767263083	0.805528151766593	-6.02365092583252	-0.0891701908671316	3.31835648798137	-0.732025393739475	0.472190680226821	0.743744128613103	-6.25039074779369	NA	NA	NA	NA	NA	NA	NA	NA
SURF2	NA	NA	-0.216398651758283	3.95512247155139	-0.630640644304106	0.537817084503708	0.847011672075443	-6.2659624028569	0.184413054987703	4.30040405884792	1.05284947571511	0.304295322401733	0.610070269183024	-6.08336157669205	NA	NA	NA	NA	NA	NA	NA	NA
SURF4	NA	NA	-0.463069949648172	6.99015907006594	-1.64257114878815	0.12137669879056	0.570913217553096	-5.46773605412104	-0.0778484417964966	7.11731772487892	-0.483141818917073	0.633960737549262	0.846380898257058	-6.51605977466627	NA	NA	NA	NA	NA	NA	NA	NA
SUSD1	NA	NA	NA	NA	NA	NA	NA	NA	0.440031875637911	-0.808021863791334	1.04021171101478	0.309992236982607	0.616099431468944	-5.13548666524541	NA	NA	NA	NA	NA	NA	NA	NA
SUSD2	NA	NA	2.44069299893371	0.449075255743647	1.90071745200246	0.0768373053533275	0.492248429959646	-4.12823199806048	-0.266394543952725	0.104146116603047	-0.50279446932536	0.620306393945413	0.837848311166967	-5.74234841351702	NA	NA	NA	NA	NA	NA	NA	NA
SUSD3	NA	NA	NA	NA	NA	NA	NA	NA	0.426038817351107	-0.91208874201871	1.47348142005201	0.155355509509695	0.439078605118371	-4.65959124157212	NA	NA	NA	NA	NA	NA	NA	NA
SUSD6	NA	NA	0.362441690388535	3.44294909355726	1.04689332654576	0.311814702516306	0.744009633224999	-5.80342408165582	0.0648654441660597	2.82119709997713	0.339313699519874	0.73772087297288	0.897643332029648	-6.38086143232421	NA	NA	NA	NA	NA	NA	NA	NA
SUV39H1	0	1	-1.02382501825991	0.257564391333966	-1.15315186215969	0.266989733381465	0.712010409334348	-5.01098351112176	-1.5006539636082	1.67033192695848	-8.54049099095905	2.69451871737582e-08	2.25181441265372e-05	8.87261788072079	1	1	-1.02382501825991	-1.5006539636082	-1	0	2.77643664064616e-05	0.000165450922446765
SUZ12	NA	NA	-0.215727674173244	3.18055124874595	-0.447115503922324	0.661214543283567	0.900990638764458	-6.16513108515672	-0.239896206813895	3.77806045398319	-1.82253642431328	0.0825497731766011	0.311777319523708	-5.00232028524274	NA	NA	NA	NA	NA	NA	NA	NA
SVBP	NA	NA	-1.64001856106694	0.843115797010603	-1.77986833067523	0.0954698746303078	0.5308747698962	-4.34249763819887	-0.259395263913951	1.48793304113011	-1.37095049546004	0.184769833903208	0.482132331868695	-5.27905812852206	NA	NA	NA	NA	NA	NA	NA	NA
SVEP1	NA	NA	-0.708495995518965	2.23935434860421	-0.93161529014121	0.366367416914163	0.778067517148354	-5.57312928125029	0.159874157902836	1.84650518340396	0.229924011568739	0.820360861564993	0.930051661029493	-6.22597314266407	NA	NA	NA	NA	NA	NA	NA	NA
SVIL	NA	NA	0.406465440209668	4.21215315046486	1.5511453125186	0.141818391096914	0.598559727539849	-5.35524724067122	0.242115555201872	4.30143579031847	1.56984964605763	0.13129694729992	0.400326694799312	-5.44014910725761	NA	NA	NA	NA	NA	NA	NA	NA
SVIP	NA	NA	-0.206777578878043	3.28657972510584	-0.759931038487107	0.459137239496154	0.820060693447227	-6.00526532422981	0.0202218880091563	4.14742846793965	0.225926874771942	0.823428154295036	0.931844655698932	-6.59996081898753	NA	NA	NA	NA	NA	NA	NA	NA
SVOP	NA	NA	0.762465891776547	1.13776697125797	0.893419934703671	0.385818014033377	0.789714236756928	-5.36197848961787	0.136406767899437	0.562830568648418	0.643378734608844	0.526896239374057	0.780275650348603	-5.77905233476596	NA	NA	NA	NA	NA	NA	NA	NA
SWAP70	NA	NA	0.150461737215458	4.61737114187727	0.693409954449043	0.498706699777529	0.83517626433514	-6.34462542284642	0.281928261658678	5.56337638432838	2.80451684321351	0.0105782515906225	0.0912488015084492	-3.24734907723439	NA	NA	NA	NA	NA	NA	NA	NA
SWI5	NA	NA	0.0511257837700958	4.88444390954541	0.282675018180759	0.781310193077223	0.93891144436218	-6.58968161777474	-0.0373814111318032	5.06289572332043	-0.314228317212077	0.756427446055537	0.905899120760738	-6.6317716213923	NA	NA	NA	NA	NA	NA	NA	NA
SWSAP1	NA	NA	-0.470527096887638	1.20031007010712	-0.960559309208966	0.3520844787092	0.771266658040166	-5.31872269800525	-0.298251343222923	1.43209063776851	-1.94289779194893	0.0654644941756248	0.275983754652058	-4.43482799082367	NA	NA	NA	NA	NA	NA	NA	NA
SWT1	NA	NA	-0.475265797978369	3.58977851463374	-0.870449678200219	0.39784489656276	0.7947919936007	-5.99352654076528	0.0356009078449304	4.3714389866244	0.29870055020552	0.768084784403059	0.909512720416882	-6.60002229605329	NA	NA	NA	NA	NA	NA	NA	NA
SYAP1	NA	NA	0.060443787069544	5.47059042692817	0.267744542637332	0.792562270181249	0.942301042257832	-6.65895025243682	-0.0643146117638169	5.89919074868428	-0.442717731129874	0.662466461927753	0.860417328442589	-6.58105421066691	NA	NA	NA	NA	NA	NA	NA	NA
SYBU	0	1	2.92120328278049	0.724570380643371	4.35768161895169	0.000569477013733974	0.0702014730043569	-0.268645270705988	1.22740590790196	-0.188184317623938	3.65098569556998	0.00147930883086402	0.0274042435663655	-1.00873352205988	1	1	2.92120328278049	1.22740590790196	1	0	0.000894676993082896	0.000554746780251308
SYCE3	NA	NA	NA	NA	NA	NA	NA	NA	-1.26398472184603	-1.83553831372403	-2.34786405304675	0.0286875187534346	0.171922584356651	-3.40886736008273	NA	NA	NA	NA	NA	NA	NA	NA
SYCN	NA	NA	-0.725594489339774	-0.32184298014927	-0.835180067055917	0.416791341651649	0.802034515739196	-5.21345964507269	-0.821551708469894	-0.68648389898419	-1.13705366920053	0.268239772417088	0.576551706248286	-5.06396342409134	NA	NA	NA	NA	NA	NA	NA	NA
SYCP1	NA	NA	-0.646362732407	2.31937581733363	-0.728559603993684	0.47755260850664	0.826842445389727	-5.71892887810516	-0.0610793595439985	4.63531298499706	-0.296277249880643	0.769909222342866	0.910030304499131	-6.6192052198035	NA	NA	NA	NA	NA	NA	NA	NA
SYCP3	NA	NA	-0.825684812868365	2.59545658677364	-0.961020428232703	0.351860117051057	0.771266658040166	-5.60439728856854	-0.148122140010947	4.50712339258637	-1.03731487688794	0.311308661381823	0.616903644634314	-6.11555716485159	NA	NA	NA	NA	NA	NA	NA	NA
SYDE1	NA	NA	-0.252265652954807	2.73329117021008	-0.676067775823334	0.509343312123021	0.837294766966345	-5.91220134373332	-0.393766157962425	2.5497935789517	-1.80153938573265	0.0858983626920335	0.318172297743515	-4.8544978391626	NA	NA	NA	NA	NA	NA	NA	NA
SYDE2	1	1	1.29148590347811	5.13456552836506	6.58290100045845	8.92680106302233e-06	0.00507158736915273	3.82550891884617	0.88039171376451	5.05075568522202	4.97449088651972	6.2494120296763e-05	0.00339042349625032	1.70426932938528	1	1	1.29148590347811	0.88039171376451	1	1	4.33771511220959e-06	2.86775716368101e-06
SYF2	NA	NA	0.476393939105756	2.80162070042311	0.784224503046404	0.445182458897107	0.813457174184609	-5.86450026031978	-0.076179402476602	3.99467480434451	-0.860282621345812	0.399284353021546	0.691472552271862	-6.23673695307791	NA	NA	NA	NA	NA	NA	NA	NA
SYK	NA	NA	-1.05530726512927	2.73652861975154	-2.11885548008618	0.0512997647202861	0.427781764901071	-4.10304478930597	0.145028150961342	3.95724337101887	0.78930899739221	0.43869444360846	0.717128845738726	-6.29065563238235	NA	NA	NA	NA	NA	NA	NA	NA
SYMPK	NA	NA	-0.192052714603386	6.01942788658812	-0.712785199017617	0.486978603190851	0.831299434572922	-6.4747076788305	-0.153024169381034	5.50883168184038	-1.41447041336473	0.171783258371687	0.462801300089542	-5.70208376378303	NA	NA	NA	NA	NA	NA	NA	NA
SYN1	NA	NA	1.36583751912033	0.607738785792779	1.57051781606006	0.137257967162409	0.593936606965692	-4.57646483845653	-0.0491064159999008	0.371672979055213	-0.16543424953955	0.870173938735026	0.949885031004929	-5.92103134211263	NA	NA	NA	NA	NA	NA	NA	NA
SYNC	NA	NA	-0.269038383250626	4.49390267887494	-1.2104400742954	0.244939035637067	0.697871177103281	-5.84359297646178	0.11539965997579	3.9440693864156	0.92242264612593	0.366716038429138	0.66591142046497	-6.17608925331192	NA	NA	NA	NA	NA	NA	NA	NA
SYNCRIP	NA	NA	-0.242772749570329	6.01464132675621	-1.15494943957844	0.266275611991768	0.711609829298288	-6.06552748013676	-0.132229459613405	6.52795272378034	-1.12672203640753	0.27248696026304	0.580578668766562	-6.02651746071616	NA	NA	NA	NA	NA	NA	NA	NA
SYNE1	NA	NA	-0.0625924150909714	3.78843918867135	-0.101087713671947	0.920826893994831	0.981679450422653	-6.4286051126045	-0.014307172703413	4.52984240599005	-0.162959260652498	0.872098147151381	0.950787310302667	-6.64408893507768	NA	NA	NA	NA	NA	NA	NA	NA
SYNE2	NA	NA	0.10184087789246	6.0165716429128	0.445654121904274	0.662246278424984	0.900990638764458	-6.63193706208009	0.36208945052628	5.99312543523088	2.51843603341476	0.0199063178195748	0.138242575772032	-3.82531238342123	NA	NA	NA	NA	NA	NA	NA	NA
SYNE3	NA	NA	-0.344585319759458	0.713933578717457	-0.480148802132057	0.638085690877458	0.891477311077001	-5.5508903941569	0.147919756037907	1.65672050745634	1.06978942349424	0.296776553238476	0.604457028917853	-5.65471387418444	NA	NA	NA	NA	NA	NA	NA	NA
SYNE4	NA	NA	-0.50681772245099	5.07724497073484	-1.71820677973165	0.106435898011885	0.545315658327386	-5.2446548440686	0.0737414950558319	6.63170508919439	0.384203442189673	0.704664830879429	0.882029352742654	-6.58155844233965	NA	NA	NA	NA	NA	NA	NA	NA
SYNGAP1	NA	NA	NA	NA	NA	NA	NA	NA	0.35769201655843	-1.67226388301866	0.950213535925789	0.35274091943677	0.653985970026592	-5.02272513549129	NA	NA	NA	NA	NA	NA	NA	NA
SYNGR1	NA	NA	0.721097692863058	-0.230272219697187	0.691505520266421	0.499868364910545	0.83517626433514	-5.31151677841126	-0.0873388875240873	0.168597266074919	-0.237444779671892	0.814597648893409	0.928771325841888	-5.85602571375015	NA	NA	NA	NA	NA	NA	NA	NA
SYNGR2	NA	NA	0.0608851867223432	6.25333631060322	0.298402638470527	0.769511795893506	0.935748954868926	-6.70159086627254	-0.252554508179443	6.3373227623745	-2.79100657028668	0.0109041156079784	0.0932764032831871	-3.2599639994983	NA	NA	NA	NA	NA	NA	NA	NA
SYNGR3	0	1	0.966999678152465	0.402613793434955	1.46421978783615	0.163886632661218	0.62666470753093	-4.68374523855908	1.1341595687914	0.5050284114097	4.14214402379273	0.000457096606103113	0.0126367071315594	0.0434298416291403	1	1	0.966999678152465	1.1341595687914	1	0	0.0153228054901165	0.0136200339102097
SYNJ1	NA	NA	-0.199301540989413	5.62876905962954	-0.994530285609743	0.335822773322517	0.762191727819196	-6.20792814168327	-0.0471009050158342	5.76308739880532	-0.447002034384908	0.659419342345335	0.858791605182629	-6.58186826362949	NA	NA	NA	NA	NA	NA	NA	NA
SYNJ2	0	1	1.11203288359735	2.59165742725057	2.5373751216175	0.0228307707636115	0.311578807682898	-3.41726516702395	0.744569584926053	2.88949219592604	3.43317848868675	0.00247781006274603	0.0381991386761072	-1.68990516927364	1	1	1.11203288359735	0.744569584926053	1	0	0.0130214744652229	0.00768586793561959
SYNJ2BP	NA	NA	-0.272600504727104	5.55328365575594	-1.32653110275906	0.204612945509271	0.670080327226156	-5.83146559243445	-0.115155492694437	5.86114435677685	-0.908513867239449	0.373847533992437	0.671781969650767	-6.2651114775623	NA	NA	NA	NA	NA	NA	NA	NA
SYNM	NA	NA	0.794024979300918	1.51855404914789	1.54944963263557	0.14222360819482	0.599401187038158	-4.74210120379173	0.383014073532137	0.839295294183055	1.29426325678459	0.209534242524382	0.512803261522452	-5.24642517021572	NA	NA	NA	NA	NA	NA	NA	NA
SYNPO	NA	NA	0.304692847044387	4.21466427240936	1.24275344818832	0.233137586984266	0.68705657400167	-5.75638573860786	-0.174815845683938	2.98094938159947	-0.930360374772534	0.362687114227661	0.662202651616491	-6.0335271483364	NA	NA	NA	NA	NA	NA	NA	NA
SYNPO2	NA	NA	2.26203597620944	0.697842459853281	2.36589841082056	0.0319581794526421	0.349712703156094	-3.46582018135158	0.000756081620999494	-0.991750750061781	0.00314352544634577	0.997521307660259	0.99932176264111	-5.56841364053697	NA	NA	NA	NA	NA	NA	NA	NA
SYNRG	NA	NA	0.214501991525349	4.98549433811688	0.825193548160199	0.42226110658778	0.804440710379227	-6.29322811208869	0.232076624500808	4.57774604252344	2.21422731932498	0.0379316785349024	0.202363050993411	-4.39229596193673	NA	NA	NA	NA	NA	NA	NA	NA
SYPL2	NA	NA	NA	NA	NA	NA	NA	NA	-0.123175507737758	-1.19713763004928	-0.381982337302835	0.70628706949279	0.882310633028301	-5.44903999486926	NA	NA	NA	NA	NA	NA	NA	NA
SYS1	NA	NA	-0.510345081141262	1.52408420560138	-0.620883425106246	0.544046302237388	0.851485570887047	-5.6266260722857	0.210842423278337	2.45094760825017	2.13249520159561	0.0448501854929147	0.222035343687222	-4.28204702699922	NA	NA	NA	NA	NA	NA	NA	NA
SYT11	NA	NA	-0.322025277230372	1.31468001684513	-0.627349852199337	0.539913575135984	0.84830803030553	-5.58479004406817	-0.56407842825389	1.23998383342627	-3.40153393621462	0.0026695358564467	0.0399627302327617	-1.57342496753564	NA	NA	NA	NA	NA	NA	NA	NA
SYT14	NA	NA	-1.01684039869738	-0.0632667897181381	-0.971692907941335	0.346695228239581	0.768634733037554	-5.13616143480565	-0.50636090918984	1.19545837370945	-1.34246894610407	0.193682597391766	0.492083373760666	-5.25643776499254	NA	NA	NA	NA	NA	NA	NA	NA
SYT7	NA	NA	0.350706608688856	-0.956555964861903	0.397451732766213	0.696663004170277	0.912702574242331	-5.37605909881991	0.391512478814553	-1.04991230248098	1.03483795392853	0.312437394306952	0.617726947298632	-5.08462460005958	NA	NA	NA	NA	NA	NA	NA	NA
SYTL1	NA	NA	1.27312610534226	0.412012642613051	1.09279525022393	0.291816497901974	0.732019944914093	-5.07170171923143	0.396110532914092	0.638283323620364	1.02546824622553	0.316733298181826	0.621187000757851	-5.49149116671118	NA	NA	NA	NA	NA	NA	NA	NA
SYTL2	NA	NA	0.534244758636483	3.26926370485799	1.86918844706192	0.0813555661396063	0.502592448555127	-4.6894514101782	0.162210583634339	2.9976286846411	0.728197257194938	0.474481909708375	0.745238184479926	-6.20157564522076	NA	NA	NA	NA	NA	NA	NA	NA
SYTL3	NA	NA	-0.587080368308623	-1.48527048522769	-0.556452151496501	0.586152353847877	0.869149214256043	-5.26509841873074	-0.617516408754362	0.0541424029056464	-1.39909344839854	0.176285708502242	0.468761985955071	-4.94694776153522	NA	NA	NA	NA	NA	NA	NA	NA
SYTL4	NA	NA	0.0348095592518698	4.18111588823299	0.141420370846089	0.889429841455501	0.97013186463264	-6.50782969353165	0.0922894781771979	3.88133985203909	0.473472598830572	0.640728541253212	0.850103430063574	-6.48331778916992	NA	NA	NA	NA	NA	NA	NA	NA
SYTL5	NA	NA	-0.420843815562529	-0.656533112899288	-0.38946963790008	0.702431975134433	0.913713925078599	-5.41158095966107	-0.305476417397949	0.340975520641418	-0.943676811052569	0.355995129245094	0.656683245352938	-5.50043579198017	NA	NA	NA	NA	NA	NA	NA	NA
SYVN1	NA	NA	-0.319793847581176	4.681056414714	-1.27400879373274	0.222150222048221	0.68152290463978	-5.79760370248611	-0.0675742475939929	4.37829987768099	-0.422619619182214	0.676840203626693	0.868167680666922	-6.55495384405478	NA	NA	NA	NA	NA	NA	NA	NA
SZRD1	NA	NA	-0.0364006198896716	5.22494213881506	-0.12089860903838	0.905384622804716	0.976703665093501	-6.66559608467476	0.169427759337866	5.80823806231887	1.15615688014365	0.260515531500991	0.569215826194839	-6.01540219077411	NA	NA	NA	NA	NA	NA	NA	NA
SZT2	NA	NA	0.207941889596775	5.52421446450526	0.949233107468574	0.357626707187493	0.774077883521446	-6.23968763857139	0.167035972025639	5.31077067878814	2.16733894382639	0.0417717330655604	0.213232359345279	-4.5027310595432	NA	NA	NA	NA	NA	NA	NA	NA
TAB1	NA	NA	-0.757045453426569	2.63566313595128	-1.88876698530492	0.0785226795207254	0.496398574406056	-4.47907547271244	-0.263735580102145	3.22700120093415	-1.74304738721823	0.0958530635745112	0.337132722506403	-5.05519952800884	NA	NA	NA	NA	NA	NA	NA	NA
TAB2	NA	NA	-0.306916576853001	5.35276996887086	-1.67338306548963	0.115084107926206	0.560896854809393	-5.34045568077603	-0.0346582977688534	4.97053351282847	-0.342181366188141	0.735592724732779	0.896696754871331	-6.61982411651113	NA	NA	NA	NA	NA	NA	NA	NA
TAB3	NA	NA	-0.0247908036094806	3.31565122275386	-0.0657765736109802	0.948429062196979	0.988444931865363	-6.31352593318883	0.181251739193139	3.36811726521534	1.63997180945632	0.115806912075963	0.373621629369153	-5.23195582151833	NA	NA	NA	NA	NA	NA	NA	NA
TACC1	0	0	1.33385422166783	3.32079789335275	3.8056510405926	0.00173843585462424	0.107151609964033	-1.14540719596248	0.368452713815092	2.38553581120458	1.85292059870867	0.0779051738423521	0.302612907788756	-4.7443361017403	1	1	1.33385422166783	0.368452713815092	1	0	0.0222784211000745	0.027634252562302
TACSTD2	NA	NA	NA	NA	NA	NA	NA	NA	-1.06582829846597	-1.17818039883436	-2.09032067051765	0.0488496900480918	0.233118665003652	-3.78701782253025	NA	NA	NA	NA	NA	NA	NA	NA
TADA1	0	1	-2.35961424821418	1.5136444759386	-3.49695448063334	0.00326705917179131	0.133401164641885	-1.60349368669271	-0.724354641013766	2.48991577788119	-3.67383967830572	0.00140103262322429	0.0264291526611107	-1.10789456988211	1	1	-2.35961424821418	-0.724354641013766	-1	0	0.00264244886585582	0.0015292228058042
TADA2A	NA	NA	0.224290159033515	2.09877029732009	0.484537069757569	0.635041513432077	0.890037806476241	-5.85533671921223	-0.540172964548593	2.10864830137259	-2.58665078398341	0.0171559659244208	0.125482891158295	-3.37373485787467	NA	NA	NA	NA	NA	NA	NA	NA
TADA2B	NA	NA	-0.627213202247894	2.1818655715821	-1.11538934614553	0.282328750548508	0.72536173484415	-5.36364916359075	0.0872308800108312	2.82901010978117	0.888462165680052	0.384289559327762	0.679532043644274	-6.04508384251971	NA	NA	NA	NA	NA	NA	NA	NA
TADA3	NA	NA	-0.134660259991962	5.12328752622448	-0.676423453615942	0.50912385148331	0.837241551388423	-6.42555868735931	-0.102008393891499	4.81899926263242	-0.810181057332136	0.426862088555952	0.711979519180646	-6.34087409498228	NA	NA	NA	NA	NA	NA	NA	NA
TAF1	NA	NA	-0.00035234603296086	5.73725941332076	-0.00106148363784576	0.999167122699777	0.999974495179274	-6.71844721398086	0.232621621688803	5.90357299153921	2.45187724612844	0.0229829060922084	0.150552118845511	-3.9590649025362	NA	NA	NA	NA	NA	NA	NA	NA
TAF10	NA	NA	-1.07270622458808	3.28282499981927	-1.66798535511374	0.116165611136202	0.561366878963298	-4.96825490313172	0.0476113346531313	3.88060197823638	0.256935895615819	0.799712249194631	0.921776954323301	-6.56411876672967	NA	NA	NA	NA	NA	NA	NA	NA
TAF11	NA	NA	0.029047996112928	2.26670089829396	0.0457548943470667	0.964112458665328	0.991670222230814	-6.01854620088757	-0.0261527417087786	3.17318851293616	-0.211735601670302	0.834341202065601	0.935683702751686	-6.47598014662209	NA	NA	NA	NA	NA	NA	NA	NA
TAF12	NA	NA	0.106187471911666	2.81730966726821	0.342660124598988	0.736634356969692	0.923944380909498	-6.1100002394912	0.00172950770914149	3.12123028399821	0.0131051921351231	0.989666754043949	0.997254896396021	-6.49033980353397	NA	NA	NA	NA	NA	NA	NA	NA
TAF13	NA	NA	-0.352094561461662	2.26881577749535	-0.776775763034683	0.449432638570872	0.816111212924622	-5.69434784345977	-0.130074272772291	3.50683539920788	-1.03775182672602	0.311109843040631	0.616903644634314	-6.01078311984234	NA	NA	NA	NA	NA	NA	NA	NA
TAF15	NA	NA	0.300359680868421	4.5261029510515	1.07577743211001	0.29911723909393	0.735310178806528	-5.99088801087927	-0.195536370304383	5.45895565519531	-2.16757636369476	0.0417514305384094	0.213232359345279	-4.50292088422968	NA	NA	NA	NA	NA	NA	NA	NA
TAF1A	NA	NA	0.264246212310136	0.15444751263809	0.366630815089664	0.71904219841033	0.918652017677312	-5.51176620014543	0.436725496509926	1.33881594814079	3.2294108564988	0.00399497764011576	0.0512002862562261	-1.95006939651033	NA	NA	NA	NA	NA	NA	NA	NA
TAF1B	NA	NA	-0.214293963239036	-0.0503628054524559	-0.221303081668543	0.827856923748378	0.952564470893548	-5.52554747526793	0.380675726887727	1.56524847393446	3.38774669649165	0.00275754060278197	0.0408144291679453	-1.63645499006835	NA	NA	NA	NA	NA	NA	NA	NA
TAF1D	NA	NA	0.395040293712962	5.91991638820648	1.52791683857311	0.147455058524565	0.60476938158835	-5.58785947244409	0.431387111117519	3.76661394399033	1.69984625981646	0.103826971030166	0.351719957496791	-5.19131282828304	NA	NA	NA	NA	NA	NA	NA	NA
TAF2	NA	NA	0.0516698402909359	4.0271291485374	0.201381097125976	0.843120613499109	0.956673936835087	-6.46643962440332	0.138800750003011	3.9443034023497	1.40470741821954	0.17463109503191	0.466339994893689	-5.63558823983456	NA	NA	NA	NA	NA	NA	NA	NA
TAF3	NA	NA	0.06337722759769	4.40664803229766	0.271026008262261	0.790085065176121	0.941248007591909	-6.5207023842073	0.266933719235263	3.93109708635095	2.91658862338989	0.00821108138624783	0.0787859810405202	-2.939060594548	NA	NA	NA	NA	NA	NA	NA	NA
TAF4	NA	NA	-0.049985293940122	3.45555253869953	-0.174547938305722	0.863781540351636	0.963797573885649	-6.3380734513838	0.316799631310599	3.58485762120256	2.79045745993928	0.0109175600440738	0.0933129739938033	-3.16706694110323	NA	NA	NA	NA	NA	NA	NA	NA
TAF5	NA	NA	0.297897780548841	2.71302588300766	0.976146977513302	0.34455552213451	0.767661848071779	-5.67439393631292	0.0531222446469202	3.62570345382415	0.390723689362417	0.699910947007266	0.880133746624421	-6.48777996781772	NA	NA	NA	NA	NA	NA	NA	NA
TAF5L	NA	NA	-0.057603389306184	3.57339380211994	-0.199216867852076	0.84478283016538	0.957562217363898	-6.35981363702074	0.459609803650688	2.84932526591505	2.99601019055305	0.00685044851953304	0.0706134447038438	-2.63950927775305	NA	NA	NA	NA	NA	NA	NA	NA
TAF6	NA	NA	-0.434056812127354	5.26860126321056	-1.27436947924552	0.222025853728437	0.68152290463978	-5.86900905826818	-0.106064460364003	5.31327590112864	-0.719323923645129	0.479817912685281	0.749316292772057	-6.42317820347326	NA	NA	NA	NA	NA	NA	NA	NA
TAF6L	NA	NA	-0.295093079166701	1.52161094499807	-0.356643708568118	0.726352503679533	0.921122686876986	-5.7588262092245	0.0488492265424592	2.09714306444402	0.446984884291715	0.659431527957125	0.858791605182629	-6.20290780203863	NA	NA	NA	NA	NA	NA	NA	NA
TAF7L	NA	NA	-0.0436642847036541	4.93156677334692	-0.192617211621699	0.849856312944152	0.959130937670759	-6.6184031348162	-0.19918272373007	4.52521205453206	-1.53784106218556	0.138920645321338	0.411859191269648	-5.50325910976199	NA	NA	NA	NA	NA	NA	NA	NA
TAF8	NA	NA	-0.712327414958223	1.40563747719504	-0.891726362598538	0.386696302541864	0.789922386972717	-5.41014813028746	0.0562876602246063	2.38632621480292	0.578290283793635	0.569177747685248	0.807835339075106	-6.1907277490062	NA	NA	NA	NA	NA	NA	NA	NA
TAGAP	NA	NA	2.81182749198782	-0.347916005342373	3.69476891298723	0.00217992534126009	0.118195371096455	-1.4391700027827	0.427718386319959	-1.14806986461397	1.18173919817577	0.250431645087036	0.560046345924534	-4.92848691420417	NA	NA	NA	NA	NA	NA	NA	NA
TAGLN	NA	NA	1.52525156787272	5.11999183292041	2.22062471667512	0.0422895101605233	0.392768772450584	-4.39697413820097	0.115329863182704	5.07545786812445	0.539552874935259	0.59514312084034	0.823206208841843	-6.53368525399833	NA	NA	NA	NA	NA	NA	NA	NA
TAGLN2	NA	NA	0.496708566599288	6.60725400780384	1.60242916157136	0.130017861702984	0.585237133611056	-5.51305843050117	0.199707807686176	6.45297686267427	0.97930087409488	0.338505622082487	0.640867863007667	-6.18097632465414	NA	NA	NA	NA	NA	NA	NA	NA
TAL1	NA	NA	0.295737339235073	-0.841934658274183	0.286692140927906	0.778291248247471	0.938328198626647	-5.42009247424654	-0.064964227443585	-0.142168848451969	-0.196925768402901	0.845766486552362	0.939588619510172	-5.7826702947512	NA	NA	NA	NA	NA	NA	NA	NA
TAL2	NA	NA	NA	NA	NA	NA	NA	NA	-0.137537352202246	0.243536193733222	-0.4832992999908	0.633850780469756	0.846380898257058	-5.78981050040017	NA	NA	NA	NA	NA	NA	NA	NA
TALDO1	NA	NA	-0.175609828751814	5.93718281318794	-0.962431487166751	0.351174173948814	0.771252742105538	-6.26001517875753	-0.0107313969911953	5.65034598743223	-0.0882069871621679	0.93054237012998	0.974727128679314	-6.68218732096131	NA	NA	NA	NA	NA	NA	NA	NA
